DATE,SP500,VIX,10yr,2yr,Slope
9/29/2017,2519.36,9.51,2.33,1.47,0.86
10/2/2017,2529.12,9.45,2.34,1.49,0.85
10/3/2017,2534.58,9.51,2.33,1.47,0.86
10/4/2017,2537.74,9.63,2.33,1.47,0.86
10/5/2017,2552.07,9.19,2.35,1.49,0.86
10/6/2017,2549.33,9.65,2.37,1.54,0.83
10/9/2017,2544.73,10.33,.,.,#VALUE!
10/10/2017,2550.64,10.08,2.35,1.51,0.84
10/11/2017,2555.24,9.85,2.35,1.51,0.84
10/12/2017,2550.93,9.91,2.33,1.51,0.82
10/13/2017,2553.17,9.61,2.28,1.51,0.77
10/16/2017,2557.64,9.91,2.30,1.54,0.76
10/17/2017,2559.36,10.31,2.30,1.54,0.76
10/18/2017,2561.26,10.07,2.34,1.59,0.75
10/19/2017,2562.10,10.05,2.33,1.58,0.75
10/20/2017,2575.21,9.97,2.39,1.6,0.79
10/23/2017,2564.98,11.07,2.38,1.58,0.80
10/24/2017,2569.13,11.16,2.42,1.6,0.82
10/25/2017,2557.15,11.23,2.44,1.61,0.83
10/26/2017,2560.40,11.30,2.46,1.63,0.83
10/27/2017,2581.07,9.80,2.42,1.59,0.83
10/30/2017,2572.83,10.50,2.37,1.58,0.79
10/31/2017,2575.26,10.18,2.38,1.6,0.78
11/1/2017,2579.36,10.20,2.37,1.61,0.76
11/2/2017,2579.85,9.93,2.35,1.61,0.74
11/3/2017,2587.84,9.14,2.34,1.63,0.71
11/6/2017,2591.13,9.40,2.32,1.61,0.71
11/7/2017,2590.64,9.89,2.32,1.63,0.69
11/8/2017,2594.38,9.78,2.32,1.65,0.67
11/9/2017,2584.62,10.50,2.33,1.63,0.70
11/10/2017,2582.30,11.29,2.40,1.67,0.73
11/13/2017,2584.84,11.50,2.40,1.7,0.70
11/14/2017,2578.87,11.59,2.38,1.68,0.70
11/15/2017,2564.62,13.13,2.33,1.68,0.65
11/16/2017,2585.64,11.76,2.37,1.72,0.65
11/17/2017,2578.85,11.43,2.35,1.73,0.62
11/20/2017,2582.14,10.65,2.37,1.77,0.60
11/21/2017,2599.03,9.73,2.36,1.77,0.59
11/22/2017,2597.08,9.88,2.32,1.74,0.58
11/23/2017,.,0.00,.,.,#VALUE!
11/24/2017,2602.42,9.67,2.34,1.75,0.59
11/27/2017,2601.42,9.87,2.32,1.74,0.58
11/28/2017,2627.04,10.03,2.34,1.75,0.59
11/29/2017,2626.07,10.70,2.37,1.78,0.59
11/30/2017,2647.58,11.28,2.42,1.78,0.64
12/1/2017,2642.22,11.43,2.37,1.78,0.59
12/4/2017,2639.44,11.68,2.37,1.8,0.57
12/5/2017,2629.57,11.33,2.36,1.83,0.53
12/6/2017,2629.27,11.02,2.33,1.78,0.55
12/7/2017,2636.98,10.16,2.37,1.8,0.57
12/8/2017,2651.50,9.58,2.38,1.8,0.58
12/11/2017,2659.99,9.34,2.39,1.82,0.57
12/12/2017,2664.11,9.92,2.40,1.83,0.57
12/13/2017,2662.85,10.18,2.36,1.79,0.57
12/14/2017,2652.01,10.49,2.35,1.82,0.53
12/15/2017,2675.81,9.42,2.35,1.84,0.51
12/18/2017,2690.16,9.53,2.39,1.84,0.55
12/19/2017,2681.47,10.03,2.46,1.87,0.59
12/20/2017,2679.25,9.72,2.49,1.87,0.62
12/21/2017,2684.57,9.62,2.48,1.89,0.59
12/22/2017,2683.34,9.90,2.48,1.91,0.57
12/25/2017,.,0.00,.,.,#VALUE!
12/26/2017,2680.50,10.25,2.47,1.92,0.55
12/27/2017,2682.62,10.47,2.42,1.89,0.53
12/28/2017,2687.54,10.18,2.43,1.91,0.52
12/29/2017,2673.61,11.04,2.40,1.89,0.51
1/1/2018,.,0.00,.,.,#VALUE!
1/2/2018,2695.81,9.77,2.46,1.92,0.54
1/3/2018,2713.06,9.15,2.44,1.94,0.50
1/4/2018,2723.99,9.22,2.46,1.96,0.50
1/5/2018,2743.15,9.22,2.47,1.96,0.51
1/8/2018,2747.71,9.52,2.49,1.96,0.53
1/9/2018,2751.29,10.08,2.55,1.98,0.57
1/10/2018,2748.23,9.82,2.55,1.98,0.57
1/11/2018,2767.56,9.88,2.54,1.98,0.56
1/12/2018,2786.24,10.16,2.55,1.99,0.56
1/15/2018,.,0.00,.,.,#VALUE!
1/16/2018,2776.42,11.66,2.54,2.03,0.51
1/17/2018,2802.56,11.91,2.57,2.05,0.52
1/18/2018,2798.03,12.22,2.62,2.05,0.57
1/19/2018,2810.30,11.27,2.64,2.06,0.58
1/22/2018,2832.97,11.03,2.66,2.08,0.58
1/23/2018,2839.13,11.10,2.63,2.06,0.57
1/24/2018,2837.54,11.47,2.65,2.08,0.57
1/25/2018,2839.25,11.58,2.63,2.08,0.55
1/26/2018,2872.87,11.08,2.66,2.13,0.53
1/29/2018,2853.53,13.84,2.70,2.11,0.59
1/30/2018,2822.43,14.79,2.73,2.13,0.60
1/31/2018,2823.81,13.54,2.72,2.14,0.58
2/1/2018,2821.98,13.47,2.78,2.16,0.62
2/2/2018,2762.13,17.31,2.84,2.15,0.69
2/5/2018,2648.94,37.32,2.77,2.08,0.69
2/6/2018,2695.14,29.98,2.79,2.1,0.69
2/7/2018,2681.66,27.73,2.84,2.15,0.69
2/8/2018,2581.00,33.46,2.85,2.13,0.72
2/9/2018,2619.55,29.06,2.83,2.05,0.78
